idea,nisza,bucket,narzedzie,archetyp,plausible,score
układacz harmonogramu dla: piwowarzy domowi,piwowarzy domowi,hobby,układacz harmonogramu,rotation,1,12
plan rotacji dla: piwowarzy domowi,piwowarzy domowi,hobby,plan rotacji,rotation,1,12
grafik powtarzalny dla: piwowarzy domowi,piwowarzy domowi,hobby,grafik powtarzalny,rotation,1,12
rozkład tygodniowy dla: piwowarzy domowi,piwowarzy domowi,hobby,rozkład tygodniowy,rotation,1,12
dziennik branżowy dla: piwowarzy domowi,piwowarzy domowi,hobby,dziennik branżowy,logbook,1,11
logbook sesji dla: piwowarzy domowi,piwowarzy domowi,hobby,logbook sesji,logbook,1,11
rejestr inspekcji dla: piwowarzy domowi,piwowarzy domowi,hobby,rejestr inspekcji,logbook,1,11
karta klienta dla: piwowarzy domowi,piwowarzy domowi,hobby,karta klienta,logbook,1,11
historia serwisowa dla: piwowarzy domowi,piwowarzy domowi,hobby,historia serwisowa,logbook,1,11
tabela referencyjna dla: winiarze domowi,winiarze domowi,hobby,tabela referencyjna,reference,1,13
ściąga norm/parametrów dla: winiarze domowi,winiarze domowi,hobby,ściąga norm/parametrów,reference,1,13
lookup specyfikacji dla: winiarze domowi,winiarze domowi,hobby,lookup specyfikacji,reference,1,13
podręczna baza wiedzy dla: winiarze domowi,winiarze domowi,hobby,podręczna baza wiedzy,reference,1,13
tabela porównawcza dla: winiarze domowi,winiarze domowi,hobby,tabela porównawcza,reference,1,13
kalkulator dawkowania dla: winiarze domowi,winiarze domowi,hobby,kalkulator dawkowania,dosage,1,14
kalkulator proporcji mieszanki dla: winiarze domowi,winiarze domowi,hobby,kalkulator proporcji mieszanki,dosage,1,14
kalkulator stężeń dla: winiarze domowi,winiarze domowi,hobby,kalkulator stężeń,dosage,1,14
przelicznik receptury dla: winiarze domowi,winiarze domowi,hobby,przelicznik receptury,dosage,1,14
kalkulator składników dla: winiarze domowi,winiarze domowi,hobby,kalkulator składników,dosage,1,14
kalkulator kosztów dla: winiarze domowi,winiarze domowi,hobby,kalkulator kosztów,calculator,1,13
kalkulator materiałów dla: winiarze domowi,winiarze domowi,hobby,kalkulator materiałów,calculator,1,13
kalkulator opłacalności dla: winiarze domowi,winiarze domowi,hobby,kalkulator opłacalności,calculator,1,13
kalkulator zużycia dla: winiarze domowi,winiarze domowi,hobby,kalkulator zużycia,calculator,1,13
kalkulator czasu dla: winiarze domowi,winiarze domowi,hobby,kalkulator czasu,calculator,1,13
konwerter jednostek dla: winiarze domowi,winiarze domowi,hobby,konwerter jednostek,converter,1,12
przelicznik miar dla: winiarze domowi,winiarze domowi,hobby,przelicznik miar,converter,1,12
konwerter formatów dla: winiarze domowi,winiarze domowi,hobby,konwerter formatów,converter,1,12
przelicznik walut-stały dla: winiarze domowi,winiarze domowi,hobby,przelicznik walut-stały,converter,1,12
konwerter rozmiarów dla: winiarze domowi,winiarze domowi,hobby,konwerter rozmiarów,converter,1,12
kosztorys/wycena dla: winiarze domowi,winiarze domowi,hobby,kosztorys/wycena,estimator,1,12
szacowanie nakładu dla: winiarze domowi,winiarze domowi,hobby,szacowanie nakładu,estimator,1,12
kalkulator oferty dla: winiarze domowi,winiarze domowi,hobby,kalkulator oferty,estimator,1,12
wycena na papierze dla: winiarze domowi,winiarze domowi,hobby,wycena na papierze,estimator,1,12
estymacja czasu robót dla: winiarze domowi,winiarze domowi,hobby,estymacja czasu robót,estimator,1,12
tracker postępu dla: winiarze domowi,winiarze domowi,hobby,tracker postępu,tracker,1,11
monitor nawyku dla: winiarze domowi,winiarze domowi,hobby,monitor nawyku,tracker,1,11
śledzenie wyników dla: winiarze domowi,winiarze domowi,hobby,śledzenie wyników,tracker,1,11
tracker pomiarów dla: winiarze domowi,winiarze domowi,hobby,tracker pomiarów,tracker,1,11
licznik serii dla: winiarze domowi,winiarze domowi,hobby,licznik serii,tracker,1,11
dziennik objawów → PDF dla lekarza dla: winiarze domowi,winiarze domowi,hobby,dziennik objawów → PDF dla lekarza,symptomdiary,0,0
dziennik triggerów dla: winiarze domowi,winiarze domowi,hobby,dziennik triggerów,symptomdiary,0,0
log epizodów choroby dla: winiarze domowi,winiarze domowi,hobby,log epizodów choroby,symptomdiary,0,0
dziennik diety i reakcji dla: winiarze domowi,winiarze domowi,hobby,dziennik diety i reakcji,symptomdiary,0,0
raport dla specjalisty dla: winiarze domowi,winiarze domowi,hobby,raport dla specjalisty,symptomdiary,0,0
dziennik aktywności dla: winiarze domowi,winiarze domowi,hobby,dziennik aktywności,log,1,10
log zdarzeń dla: winiarze domowi,winiarze domowi,hobby,log zdarzeń,log,1,10
rejestr czynności dla: winiarze domowi,winiarze domowi,hobby,rejestr czynności,log,1,10
notatnik tematyczny dla: winiarze domowi,winiarze domowi,hobby,notatnik tematyczny,log,1,10
kronika dla: winiarze domowi,winiarze domowi,hobby,kronika,log,1,10
katalog kolekcji dla: winiarze domowi,winiarze domowi,hobby,katalog kolekcji,inventory,1,10
ewidencja zasobów dla: winiarze domowi,winiarze domowi,hobby,ewidencja zasobów,inventory,1,10
inwentarz wyposażenia dla: winiarze domowi,winiarze domowi,hobby,inwentarz wyposażenia,inventory,1,10
baza sprzętu dla: winiarze domowi,winiarze domowi,hobby,baza sprzętu,inventory,1,10
spis zbiorów dla: winiarze domowi,winiarze domowi,hobby,spis zbiorów,inventory,1,10
lista kontrolna dla: winiarze domowi,winiarze domowi,hobby,lista kontrolna,checklist,0,0
checklist inspekcji dla: winiarze domowi,winiarze domowi,hobby,checklist inspekcji,checklist,0,0
protokół odbioru dla: winiarze domowi,winiarze domowi,hobby,protokół odbioru,checklist,0,0
lista BHP dla: winiarze domowi,winiarze domowi,hobby,lista BHP,checklist,0,0
karta kontroli jakości dla: winiarze domowi,winiarze domowi,hobby,karta kontroli jakości,checklist,0,0
planer projektu dla: winiarze domowi,winiarze domowi,hobby,planer projektu,planner,0,0
plan krok-po-kroku dla: winiarze domowi,winiarze domowi,hobby,plan krok-po-kroku,planner,0,0
organizator zadań dla: winiarze domowi,winiarze domowi,hobby,organizator zadań,planner,0,0
planer wydarzenia dla: winiarze domowi,winiarze domowi,hobby,planer wydarzenia,planner,0,0
harmonogram przygotowań dla: winiarze domowi,winiarze domowi,hobby,harmonogram przygotowań,planner,0,0
tracker terminów ważności dla: winiarze domowi,winiarze domowi,hobby,tracker terminów ważności,expiry,0,0
alert wygasania uprawnień dla: winiarze domowi,winiarze domowi,hobby,alert wygasania uprawnień,expiry,0,0
przypominacz przeglądów dla: winiarze domowi,winiarze domowi,hobby,przypominacz przeglądów,expiry,0,0
monitor dat odnowień dla: winiarze domowi,winiarze domowi,hobby,monitor dat odnowień,expiry,0,0
kalendarz obowiązków dla: winiarze domowi,winiarze domowi,hobby,kalendarz obowiązków,expiry,0,0
cennik usług dla: winiarze domowi,winiarze domowi,hobby,cennik usług,pricebook,0,0
książka cen dla: winiarze domowi,winiarze domowi,hobby,książka cen,pricebook,0,0
kalkulator marży dla: winiarze domowi,winiarze domowi,hobby,kalkulator marży,pricebook,0,0
tabela stawek dla: winiarze domowi,winiarze domowi,hobby,tabela stawek,pricebook,0,0
kosztorys materiałowy dla: winiarze domowi,winiarze domowi,hobby,kosztorys materiałowy,pricebook,0,0
fiszki/drill nauki dla: winiarze domowi,winiarze domowi,hobby,fiszki/drill nauki,flashcard,0,0
generator ćwiczeń dla: winiarze domowi,winiarze domowi,hobby,generator ćwiczeń,flashcard,0,0
trening powtórek dla: winiarze domowi,winiarze domowi,hobby,trening powtórek,flashcard,0,0
quiz tematyczny dla: winiarze domowi,winiarze domowi,hobby,quiz tematyczny,flashcard,0,0
karty pamięciowe dla: winiarze domowi,winiarze domowi,hobby,karty pamięciowe,flashcard,0,0
generator dokumentu dla: winiarze domowi,winiarze domowi,hobby,generator dokumentu,generator,0,0
generator etykiet do druku dla: winiarze domowi,winiarze domowi,hobby,generator etykiet do druku,generator,0,0
generator certyfikatów dla: winiarze domowi,winiarze domowi,hobby,generator certyfikatów,generator,0,0
generator planu dla: winiarze domowi,winiarze domowi,hobby,generator planu,generator,0,0
generator listy dla: winiarze domowi,winiarze domowi,hobby,generator listy,generator,0,0
losowanie z regułami dla: winiarze domowi,winiarze domowi,hobby,losowanie z regułami,randomizer,1,12
picker decyzji dla: winiarze domowi,winiarze domowi,hobby,picker decyzji,randomizer,1,12
rotacyjny wybór dla: winiarze domowi,winiarze domowi,hobby,rotacyjny wybór,randomizer,1,12
randomizer grupowy dla: winiarze domowi,winiarze domowi,hobby,randomizer grupowy,randomizer,1,12
koło wyboru dla: winiarze domowi,winiarze domowi,hobby,koło wyboru,randomizer,1,12
kalkulator podziału dla: winiarze domowi,winiarze domowi,hobby,kalkulator podziału,splitter,0,0
splitter kosztów/majątku dla: winiarze domowi,winiarze domowi,hobby,splitter kosztów/majątku,splitter,0,0
rozliczenie grupowe dla: winiarze domowi,winiarze domowi,hobby,rozliczenie grupowe,splitter,0,0
podział równościowy dla: winiarze domowi,winiarze domowi,hobby,podział równościowy,splitter,0,0
kalkulator wyrównań dla: winiarze domowi,winiarze domowi,hobby,kalkulator wyrównań,splitter,0,0
kalkulator rozmiaru/ilości dla: winiarze domowi,winiarze domowi,hobby,kalkulator rozmiaru/ilości,sizing,1,13
kalkulator metrażu dla: winiarze domowi,winiarze domowi,hobby,kalkulator metrażu,sizing,1,13
przelicznik zapotrzebowania dla: winiarze domowi,winiarze domowi,hobby,przelicznik zapotrzebowania,sizing,1,13
kalkulator porcji dla: winiarze domowi,winiarze domowi,hobby,kalkulator porcji,sizing,1,13
kalkulator wymiarów dla: winiarze domowi,winiarze domowi,hobby,kalkulator wymiarów,sizing,1,13
rotacja/planer cykliczny dla: winiarze domowi,winiarze domowi,hobby,rotacja/planer cykliczny,rotation,1,12
układacz harmonogramu dla: winiarze domowi,winiarze domowi,hobby,układacz harmonogramu,rotation,1,12
plan rotacji dla: winiarze domowi,winiarze domowi,hobby,plan rotacji,rotation,1,12
grafik powtarzalny dla: winiarze domowi,winiarze domowi,hobby,grafik powtarzalny,rotation,1,12
rozkład tygodniowy dla: winiarze domowi,winiarze domowi,hobby,rozkład tygodniowy,rotation,1,12
dziennik branżowy dla: winiarze domowi,winiarze domowi,hobby,dziennik branżowy,logbook,1,11
logbook sesji dla: winiarze domowi,winiarze domowi,hobby,logbook sesji,logbook,1,11
rejestr inspekcji dla: winiarze domowi,winiarze domowi,hobby,rejestr inspekcji,logbook,1,11
karta klienta dla: winiarze domowi,winiarze domowi,hobby,karta klienta,logbook,1,11
historia serwisowa dla: winiarze domowi,winiarze domowi,hobby,historia serwisowa,logbook,1,11
tabela referencyjna dla: piekarze zakwasowi,piekarze zakwasowi,hobby,tabela referencyjna,reference,1,13
ściąga norm/parametrów dla: piekarze zakwasowi,piekarze zakwasowi,hobby,ściąga norm/parametrów,reference,1,13
lookup specyfikacji dla: piekarze zakwasowi,piekarze zakwasowi,hobby,lookup specyfikacji,reference,1,13
podręczna baza wiedzy dla: piekarze zakwasowi,piekarze zakwasowi,hobby,podręczna baza wiedzy,reference,1,13
tabela porównawcza dla: piekarze zakwasowi,piekarze zakwasowi,hobby,tabela porównawcza,reference,1,13
kalkulator dawkowania dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator dawkowania,dosage,1,14
kalkulator proporcji mieszanki dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator proporcji mieszanki,dosage,1,14
kalkulator stężeń dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator stężeń,dosage,1,14
przelicznik receptury dla: piekarze zakwasowi,piekarze zakwasowi,hobby,przelicznik receptury,dosage,1,14
kalkulator składników dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator składników,dosage,1,14
kalkulator kosztów dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator kosztów,calculator,1,13
kalkulator materiałów dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator materiałów,calculator,1,13
kalkulator opłacalności dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator opłacalności,calculator,1,13
kalkulator zużycia dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator zużycia,calculator,1,13
kalkulator czasu dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator czasu,calculator,1,13
konwerter jednostek dla: piekarze zakwasowi,piekarze zakwasowi,hobby,konwerter jednostek,converter,1,12
przelicznik miar dla: piekarze zakwasowi,piekarze zakwasowi,hobby,przelicznik miar,converter,1,12
konwerter formatów dla: piekarze zakwasowi,piekarze zakwasowi,hobby,konwerter formatów,converter,1,12
przelicznik walut-stały dla: piekarze zakwasowi,piekarze zakwasowi,hobby,przelicznik walut-stały,converter,1,12
konwerter rozmiarów dla: piekarze zakwasowi,piekarze zakwasowi,hobby,konwerter rozmiarów,converter,1,12
kosztorys/wycena dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kosztorys/wycena,estimator,1,12
szacowanie nakładu dla: piekarze zakwasowi,piekarze zakwasowi,hobby,szacowanie nakładu,estimator,1,12
kalkulator oferty dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator oferty,estimator,1,12
wycena na papierze dla: piekarze zakwasowi,piekarze zakwasowi,hobby,wycena na papierze,estimator,1,12
estymacja czasu robót dla: piekarze zakwasowi,piekarze zakwasowi,hobby,estymacja czasu robót,estimator,1,12
tracker postępu dla: piekarze zakwasowi,piekarze zakwasowi,hobby,tracker postępu,tracker,1,11
monitor nawyku dla: piekarze zakwasowi,piekarze zakwasowi,hobby,monitor nawyku,tracker,1,11
śledzenie wyników dla: piekarze zakwasowi,piekarze zakwasowi,hobby,śledzenie wyników,tracker,1,11
tracker pomiarów dla: piekarze zakwasowi,piekarze zakwasowi,hobby,tracker pomiarów,tracker,1,11
licznik serii dla: piekarze zakwasowi,piekarze zakwasowi,hobby,licznik serii,tracker,1,11
dziennik objawów → PDF dla lekarza dla: piekarze zakwasowi,piekarze zakwasowi,hobby,dziennik objawów → PDF dla lekarza,symptomdiary,0,0
dziennik triggerów dla: piekarze zakwasowi,piekarze zakwasowi,hobby,dziennik triggerów,symptomdiary,0,0
log epizodów choroby dla: piekarze zakwasowi,piekarze zakwasowi,hobby,log epizodów choroby,symptomdiary,0,0
dziennik diety i reakcji dla: piekarze zakwasowi,piekarze zakwasowi,hobby,dziennik diety i reakcji,symptomdiary,0,0
raport dla specjalisty dla: piekarze zakwasowi,piekarze zakwasowi,hobby,raport dla specjalisty,symptomdiary,0,0
dziennik aktywności dla: piekarze zakwasowi,piekarze zakwasowi,hobby,dziennik aktywności,log,1,10
log zdarzeń dla: piekarze zakwasowi,piekarze zakwasowi,hobby,log zdarzeń,log,1,10
rejestr czynności dla: piekarze zakwasowi,piekarze zakwasowi,hobby,rejestr czynności,log,1,10
notatnik tematyczny dla: piekarze zakwasowi,piekarze zakwasowi,hobby,notatnik tematyczny,log,1,10
kronika dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kronika,log,1,10
katalog kolekcji dla: piekarze zakwasowi,piekarze zakwasowi,hobby,katalog kolekcji,inventory,1,10
ewidencja zasobów dla: piekarze zakwasowi,piekarze zakwasowi,hobby,ewidencja zasobów,inventory,1,10
inwentarz wyposażenia dla: piekarze zakwasowi,piekarze zakwasowi,hobby,inwentarz wyposażenia,inventory,1,10
baza sprzętu dla: piekarze zakwasowi,piekarze zakwasowi,hobby,baza sprzętu,inventory,1,10
spis zbiorów dla: piekarze zakwasowi,piekarze zakwasowi,hobby,spis zbiorów,inventory,1,10
lista kontrolna dla: piekarze zakwasowi,piekarze zakwasowi,hobby,lista kontrolna,checklist,0,0
checklist inspekcji dla: piekarze zakwasowi,piekarze zakwasowi,hobby,checklist inspekcji,checklist,0,0
protokół odbioru dla: piekarze zakwasowi,piekarze zakwasowi,hobby,protokół odbioru,checklist,0,0
lista BHP dla: piekarze zakwasowi,piekarze zakwasowi,hobby,lista BHP,checklist,0,0
karta kontroli jakości dla: piekarze zakwasowi,piekarze zakwasowi,hobby,karta kontroli jakości,checklist,0,0
planer projektu dla: piekarze zakwasowi,piekarze zakwasowi,hobby,planer projektu,planner,0,0
plan krok-po-kroku dla: piekarze zakwasowi,piekarze zakwasowi,hobby,plan krok-po-kroku,planner,0,0
organizator zadań dla: piekarze zakwasowi,piekarze zakwasowi,hobby,organizator zadań,planner,0,0
planer wydarzenia dla: piekarze zakwasowi,piekarze zakwasowi,hobby,planer wydarzenia,planner,0,0
harmonogram przygotowań dla: piekarze zakwasowi,piekarze zakwasowi,hobby,harmonogram przygotowań,planner,0,0
tracker terminów ważności dla: piekarze zakwasowi,piekarze zakwasowi,hobby,tracker terminów ważności,expiry,0,0
alert wygasania uprawnień dla: piekarze zakwasowi,piekarze zakwasowi,hobby,alert wygasania uprawnień,expiry,0,0
przypominacz przeglądów dla: piekarze zakwasowi,piekarze zakwasowi,hobby,przypominacz przeglądów,expiry,0,0
monitor dat odnowień dla: piekarze zakwasowi,piekarze zakwasowi,hobby,monitor dat odnowień,expiry,0,0
kalendarz obowiązków dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalendarz obowiązków,expiry,0,0
cennik usług dla: piekarze zakwasowi,piekarze zakwasowi,hobby,cennik usług,pricebook,0,0
książka cen dla: piekarze zakwasowi,piekarze zakwasowi,hobby,książka cen,pricebook,0,0
kalkulator marży dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kalkulator marży,pricebook,0,0
tabela stawek dla: piekarze zakwasowi,piekarze zakwasowi,hobby,tabela stawek,pricebook,0,0
kosztorys materiałowy dla: piekarze zakwasowi,piekarze zakwasowi,hobby,kosztorys materiałowy,pricebook,0,0
fiszki/drill nauki dla: piekarze zakwasowi,piekarze zakwasowi,hobby,fiszki/drill nauki,flashcard,0,0
generator ćwiczeń dla: piekarze zakwasowi,piekarze zakwasowi,hobby,generator ćwiczeń,flashcard,0,0
trening powtórek dla: piekarze zakwasowi,piekarze zakwasowi,hobby,trening powtórek,flashcard,0,0
quiz tematyczny dla: piekarze zakwasowi,piekarze zakwasowi,hobby,quiz tematyczny,flashcard,0,0
karty pamięciowe dla: piekarze zakwasowi,piekarze zakwasowi,hobby,karty pamięciowe,flashcard,0,0
generator dokumentu dla: piekarze zakwasowi,piekarze zakwasowi,hobby,generator dokumentu,generator,0,0
generator etykiet do druku dla: piekarze zakwasowi,piekarze zakwasowi,hobby,generator etykiet do druku,generator,0,0
